"","vereda_code","vereda","bogota","santiago","tecnicafe"
"35","05042023","la aldea",0.763045129740116,-0.158699170035642,0.720246768935141
"36","05045019","el tigre",0.281657881189875,-0.290161087579357,0.350709614471806
"37","05045023","la esperanza",0.318767909171045,-0.235749993583561,0.369071126734345
"38","05045030","la union",0.323310869090804,-0.262679641885999,0.37055130850457
"39","05045031","la victoria",0.281149935268926,-0.295052571450681,0.351855262963497
"40","05051016","el guadual",-0.122754727070226,-0.0523514301187593,-0.245640286529923
"41","05051061","san rafael",-0.0654547132652784,0.174706507253795,-0.200145635093218
"42","05055015","el guadual",0.699686389621699,-0.0457969845064535,0.724999732306333
"43","05055022","el rosario",0.692172999237288,-0.0642706196899935,0.702837607365958
"44","05055031","la estrella",0.70877571369183,-0.0661744852846953,0.703080798770219
"45","05055046","santa ines",0.700132321620745,-0.0688186881819897,0.702043237443932
"46","05079003","altamira",0.719860377011672,-0.0677345860736394,0.662783552637543
"47","05079015","el paraiso",0.724764672733412,-0.0748597913873309,0.677661889790172
"48","05079018","el tigre",0.724764672733412,-0.0748597913873309,0.677661889790172
